"Embryo_ID","Identity.hc","lin.count","Litter","Experiment","Treatment","Embryo_size","TE_ICM","Cellcount","icm.count","H_genotype","D_genotype","t0.donor","donor.end","cell_type","lin.type","pc.lin"
"011317Xim_WT_AD6","PRE",8,"AD","011317Xim_WT_AD","Chimera","Single","ICM",62,13,"wt","CAG:H2B-GFP",75,"[60,80)","host",5,62.5
"011317Xim_WT_AD6","PRE",8,"AD","011317Xim_WT_AD","Chimera","Single","ICM",62,13,"wt","CAG:H2B-GFP",75,"[60,80)","donor",3,37.5
"011317Xim_WT_AD6","TE",49,"AD","011317Xim_WT_AD","Chimera","Single","TE",62,13,"wt","CAG:H2B-GFP",75,"[60,80)","donor",32,65.3061224489796
"011317Xim_WT_AD6","TE",49,"AD","011317Xim_WT_AD","Chimera","Single","TE",62,13,"wt","CAG:H2B-GFP",75,"[60,80)","host",17,34.6938775510204
"011317Xim_WT_AD7","DP",1,"AD","011317Xim_WT_AD","Chimera","Single","ICM",76,9,"wt","CAG:H2B-GFP",75,"[20,40)","donor",0,0
"011317Xim_WT_AD7","DP",1,"AD","011317Xim_WT_AD","Chimera","Single","ICM",76,9,"wt","CAG:H2B-GFP",75,"[20,40)","host",1,100
"011317Xim_WT_AD7","EPI",4,"AD","011317Xim_WT_AD","Chimera","Single","ICM",76,9,"wt","CAG:H2B-GFP",75,"[20,40)","host",3,75
"011317Xim_WT_AD7","EPI",4,"AD","011317Xim_WT_AD","Chimera","Single","ICM",76,9,"wt","CAG:H2B-GFP",75,"[20,40)","donor",1,25
"011317Xim_WT_AD7","EPI.lo",1,"AD","011317Xim_WT_AD","Chimera","Single","ICM",76,9,"wt","CAG:H2B-GFP",75,"[20,40)","host",0,0
"011317Xim_WT_AD7","EPI.lo",1,"AD","011317Xim_WT_AD","Chimera","Single","ICM",76,9,"wt","CAG:H2B-GFP",75,"[20,40)","donor",1,100
"011317Xim_WT_AD7","PRE",3,"AD","011317Xim_WT_AD","Chimera","Single","ICM",76,9,"wt","CAG:H2B-GFP",75,"[20,40)","donor",0,0
"011317Xim_WT_AD7","PRE",3,"AD","011317Xim_WT_AD","Chimera","Single","ICM",76,9,"wt","CAG:H2B-GFP",75,"[20,40)","host",3,100
"011317Xim_WT_AD7","TE",67,"AD","011317Xim_WT_AD","Chimera","Single","TE",76,9,"wt","CAG:H2B-GFP",75,"[20,40)","host",17,25.3731343283582
"011317Xim_WT_AD7","TE",67,"AD","011317Xim_WT_AD","Chimera","Single","TE",76,9,"wt","CAG:H2B-GFP",75,"[20,40)","donor",50,74.6268656716418
"011317Xim_WT_AD8","DP",2,"AD","011317Xim_WT_AD","Chimera","Single","ICM",77,11,"wt","CAG:H2B-GFP",75,"[60,80)","donor",2,100
"011317Xim_WT_AD8","DP",2,"AD","011317Xim_WT_AD","Chimera","Single","ICM",77,11,"wt","CAG:H2B-GFP",75,"[60,80)","host",0,0
"011317Xim_WT_AD8","EPI",5,"AD","011317Xim_WT_AD","Chimera","Single","ICM",77,11,"wt","CAG:H2B-GFP",75,"[60,80)","donor",3,60
"011317Xim_WT_AD8","EPI",5,"AD","011317Xim_WT_AD","Chimera","Single","ICM",77,11,"wt","CAG:H2B-GFP",75,"[60,80)","host",2,40
"011317Xim_WT_AD8","PRE",4,"AD","011317Xim_WT_AD","Chimera","Single","ICM",77,11,"wt","CAG:H2B-GFP",75,"[60,80)","host",2,50
"011317Xim_WT_AD8","PRE",4,"AD","011317Xim_WT_AD","Chimera","Single","ICM",77,11,"wt","CAG:H2B-GFP",75,"[60,80)","donor",2,50
"011317Xim_WT_AD8","TE",66,"AD","011317Xim_WT_AD","Chimera","Single","TE",77,11,"wt","CAG:H2B-GFP",75,"[60,80)","donor",55,83.3333333333333
"011317Xim_WT_AD8","TE",66,"AD","011317Xim_WT_AD","Chimera","Single","TE",77,11,"wt","CAG:H2B-GFP",75,"[60,80)","host",11,16.6666666666667
"011317Xim_WT_AD9","DP",2,"AD","011317Xim_WT_AD","Chimera","Single","ICM",86,19,"wt","CAG:H2B-GFP",75,"[60,80)","donor",2,100
"011317Xim_WT_AD9","DP",2,"AD","011317Xim_WT_AD","Chimera","Single","ICM",86,19,"wt","CAG:H2B-GFP",75,"[60,80)","host",0,0
"011317Xim_WT_AD9","EPI",6,"AD","011317Xim_WT_AD","Chimera","Single","ICM",86,19,"wt","CAG:H2B-GFP",75,"[60,80)","donor",6,100
"011317Xim_WT_AD9","EPI",6,"AD","011317Xim_WT_AD","Chimera","Single","ICM",86,19,"wt","CAG:H2B-GFP",75,"[60,80)","host",0,0
"011317Xim_WT_AD9","PRE",11,"AD","011317Xim_WT_AD","Chimera","Single","ICM",86,19,"wt","CAG:H2B-GFP",75,"[60,80)","donor",5,45.4545454545455
"011317Xim_WT_AD9","PRE",11,"AD","011317Xim_WT_AD","Chimera","Single","ICM",86,19,"wt","CAG:H2B-GFP",75,"[60,80)","host",6,54.5454545454545
"011317Xim_WT_AD9","TE",67,"AD","011317Xim_WT_AD","Chimera","Single","TE",86,19,"wt","CAG:H2B-GFP",75,"[60,80)","host",7,10.4477611940298
"011317Xim_WT_AD9","TE",67,"AD","011317Xim_WT_AD","Chimera","Single","TE",86,19,"wt","CAG:H2B-GFP",75,"[60,80)","donor",60,89.5522388059701
"011517Xim_WT_AE1","DP",3,"AE","011517Xim_WT_AE","Chimera","Single","ICM",89,11,"wt","CAG:H2B-GFP",50,"[20,40)","host",1,33.3333333333333
"011517Xim_WT_AE1","DP",3,"AE","011517Xim_WT_AE","Chimera","Single","ICM",89,11,"wt","CAG:H2B-GFP",50,"[20,40)","donor",2,66.6666666666667
"011517Xim_WT_AE1","EPI",5,"AE","011517Xim_WT_AE","Chimera","Single","ICM",89,11,"wt","CAG:H2B-GFP",50,"[20,40)","donor",0,0
"011517Xim_WT_AE1","EPI",5,"AE","011517Xim_WT_AE","Chimera","Single","ICM",89,11,"wt","CAG:H2B-GFP",50,"[20,40)","host",5,100
"011517Xim_WT_AE1","PRE",3,"AE","011517Xim_WT_AE","Chimera","Single","ICM",89,11,"wt","CAG:H2B-GFP",50,"[20,40)","host",2,66.6666666666667
"011517Xim_WT_AE1","PRE",3,"AE","011517Xim_WT_AE","Chimera","Single","ICM",89,11,"wt","CAG:H2B-GFP",50,"[20,40)","donor",1,33.3333333333333
"011517Xim_WT_AE1","TE",78,"AE","011517Xim_WT_AE","Chimera","Single","TE",89,11,"wt","CAG:H2B-GFP",50,"[20,40)","host",38,48.7179487179487
"011517Xim_WT_AE1","TE",78,"AE","011517Xim_WT_AE","Chimera","Single","TE",89,11,"wt","CAG:H2B-GFP",50,"[20,40)","donor",40,51.2820512820513
"011517Xim_WT_AE10","DP",4,"AE","011517Xim_WT_AE","Control","Single","ICM",109,24,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE10","DP",4,"AE","011517Xim_WT_AE","Control","Single","ICM",109,24,"CAG:H2B-GFP",NA,0,"[0,20)","host",4,100
"011517Xim_WT_AE10","EPI",6,"AE","011517Xim_WT_AE","Control","Single","ICM",109,24,"CAG:H2B-GFP",NA,0,"[0,20)","host",6,100
"011517Xim_WT_AE10","EPI",6,"AE","011517Xim_WT_AE","Control","Single","ICM",109,24,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE10","PRE",14,"AE","011517Xim_WT_AE","Control","Single","ICM",109,24,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE10","PRE",14,"AE","011517Xim_WT_AE","Control","Single","ICM",109,24,"CAG:H2B-GFP",NA,0,"[0,20)","host",14,100
"011517Xim_WT_AE10","TE",85,"AE","011517Xim_WT_AE","Control","Single","TE",109,24,"CAG:H2B-GFP",NA,0,"[0,20)","host",85,100
"011517Xim_WT_AE10","TE",85,"AE","011517Xim_WT_AE","Control","Single","TE",109,24,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE3","DP",6,"AE","011517Xim_WT_AE","Chimera","Single","ICM",95,15,"wt","CAG:H2B-GFP",50,"[80,100]","host",2,33.3333333333333
"011517Xim_WT_AE3","DP",6,"AE","011517Xim_WT_AE","Chimera","Single","ICM",95,15,"wt","CAG:H2B-GFP",50,"[80,100]","donor",4,66.6666666666667
"011517Xim_WT_AE3","EPI",3,"AE","011517Xim_WT_AE","Chimera","Single","ICM",95,15,"wt","CAG:H2B-GFP",50,"[80,100]","donor",2,66.6666666666667
"011517Xim_WT_AE3","EPI",3,"AE","011517Xim_WT_AE","Chimera","Single","ICM",95,15,"wt","CAG:H2B-GFP",50,"[80,100]","host",1,33.3333333333333
"011517Xim_WT_AE3","PRE",6,"AE","011517Xim_WT_AE","Chimera","Single","ICM",95,15,"wt","CAG:H2B-GFP",50,"[80,100]","donor",6,100
"011517Xim_WT_AE3","PRE",6,"AE","011517Xim_WT_AE","Chimera","Single","ICM",95,15,"wt","CAG:H2B-GFP",50,"[80,100]","host",0,0
"011517Xim_WT_AE3","TE",80,"AE","011517Xim_WT_AE","Chimera","Single","TE",95,15,"wt","CAG:H2B-GFP",50,"[80,100]","host",54,67.5
"011517Xim_WT_AE3","TE",80,"AE","011517Xim_WT_AE","Chimera","Single","TE",95,15,"wt","CAG:H2B-GFP",50,"[80,100]","donor",26,32.5
"011517Xim_WT_AE4","EPI",6,"AE","011517Xim_WT_AE","Chimera","Single","ICM",67,10,"wt","CAG:H2B-GFP",50,"[20,40)","host",6,100
"011517Xim_WT_AE4","EPI",6,"AE","011517Xim_WT_AE","Chimera","Single","ICM",67,10,"wt","CAG:H2B-GFP",50,"[20,40)","donor",0,0
"011517Xim_WT_AE4","PRE",4,"AE","011517Xim_WT_AE","Chimera","Single","ICM",67,10,"wt","CAG:H2B-GFP",50,"[20,40)","host",2,50
"011517Xim_WT_AE4","PRE",4,"AE","011517Xim_WT_AE","Chimera","Single","ICM",67,10,"wt","CAG:H2B-GFP",50,"[20,40)","donor",2,50
"011517Xim_WT_AE4","TE",57,"AE","011517Xim_WT_AE","Chimera","Single","TE",67,10,"wt","CAG:H2B-GFP",50,"[20,40)","host",36,63.1578947368421
"011517Xim_WT_AE4","TE",57,"AE","011517Xim_WT_AE","Chimera","Single","TE",67,10,"wt","CAG:H2B-GFP",50,"[20,40)","donor",21,36.8421052631579
"011517Xim_WT_AE5","DP",3,"AE","011517Xim_WT_AE","Chimera","Single","ICM",68,13,"wt","CAG:H2B-GFP",50,"[20,40)","donor",3,100
"011517Xim_WT_AE5","DP",3,"AE","011517Xim_WT_AE","Chimera","Single","ICM",68,13,"wt","CAG:H2B-GFP",50,"[20,40)","host",0,0
"011517Xim_WT_AE5","EPI",4,"AE","011517Xim_WT_AE","Chimera","Single","ICM",68,13,"wt","CAG:H2B-GFP",50,"[20,40)","donor",1,25
"011517Xim_WT_AE5","EPI",4,"AE","011517Xim_WT_AE","Chimera","Single","ICM",68,13,"wt","CAG:H2B-GFP",50,"[20,40)","host",3,75
"011517Xim_WT_AE5","PRE",6,"AE","011517Xim_WT_AE","Chimera","Single","ICM",68,13,"wt","CAG:H2B-GFP",50,"[20,40)","donor",1,16.6666666666667
"011517Xim_WT_AE5","PRE",6,"AE","011517Xim_WT_AE","Chimera","Single","ICM",68,13,"wt","CAG:H2B-GFP",50,"[20,40)","host",5,83.3333333333333
"011517Xim_WT_AE5","TE",55,"AE","011517Xim_WT_AE","Chimera","Single","TE",68,13,"wt","CAG:H2B-GFP",50,"[20,40)","host",12,21.8181818181818
"011517Xim_WT_AE5","TE",55,"AE","011517Xim_WT_AE","Chimera","Single","TE",68,13,"wt","CAG:H2B-GFP",50,"[20,40)","donor",43,78.1818181818182
"011517Xim_WT_AE6","DP",2,"AE","011517Xim_WT_AE","Control","Single","ICM",110,14,"CAG:H2B-GFP",NA,0,"[0,20)","host",2,100
"011517Xim_WT_AE6","DP",2,"AE","011517Xim_WT_AE","Control","Single","ICM",110,14,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE6","EPI",7,"AE","011517Xim_WT_AE","Control","Single","ICM",110,14,"CAG:H2B-GFP",NA,0,"[0,20)","host",7,100
"011517Xim_WT_AE6","EPI",7,"AE","011517Xim_WT_AE","Control","Single","ICM",110,14,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE6","PRE",5,"AE","011517Xim_WT_AE","Control","Single","ICM",110,14,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE6","PRE",5,"AE","011517Xim_WT_AE","Control","Single","ICM",110,14,"CAG:H2B-GFP",NA,0,"[0,20)","host",5,100
"011517Xim_WT_AE6","TE",96,"AE","011517Xim_WT_AE","Control","Single","TE",110,14,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE6","TE",96,"AE","011517Xim_WT_AE","Control","Single","TE",110,14,"CAG:H2B-GFP",NA,0,"[0,20)","host",96,100
"011517Xim_WT_AE7","DP",1,"AE","011517Xim_WT_AE","Control","Single","ICM",114,18,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE7","DP",1,"AE","011517Xim_WT_AE","Control","Single","ICM",114,18,"CAG:H2B-GFP",NA,0,"[0,20)","host",1,100
"011517Xim_WT_AE7","EPI",9,"AE","011517Xim_WT_AE","Control","Single","ICM",114,18,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE7","EPI",9,"AE","011517Xim_WT_AE","Control","Single","ICM",114,18,"CAG:H2B-GFP",NA,0,"[0,20)","host",9,100
"011517Xim_WT_AE7","PRE",8,"AE","011517Xim_WT_AE","Control","Single","ICM",114,18,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE7","PRE",8,"AE","011517Xim_WT_AE","Control","Single","ICM",114,18,"CAG:H2B-GFP",NA,0,"[0,20)","host",8,100
"011517Xim_WT_AE7","TE",96,"AE","011517Xim_WT_AE","Control","Single","TE",114,18,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE7","TE",96,"AE","011517Xim_WT_AE","Control","Single","TE",114,18,"CAG:H2B-GFP",NA,0,"[0,20)","host",96,100
"011517Xim_WT_AE8","DP",4,"AE","011517Xim_WT_AE","Control","Single","ICM",98,15,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE8","DP",4,"AE","011517Xim_WT_AE","Control","Single","ICM",98,15,"CAG:H2B-GFP",NA,0,"[0,20)","host",4,100
"011517Xim_WT_AE8","EPI",9,"AE","011517Xim_WT_AE","Control","Single","ICM",98,15,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE8","EPI",9,"AE","011517Xim_WT_AE","Control","Single","ICM",98,15,"CAG:H2B-GFP",NA,0,"[0,20)","host",9,100
"011517Xim_WT_AE8","PRE",2,"AE","011517Xim_WT_AE","Control","Single","ICM",98,15,"CAG:H2B-GFP",NA,0,"[0,20)","host",2,100
"011517Xim_WT_AE8","PRE",2,"AE","011517Xim_WT_AE","Control","Single","ICM",98,15,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE8","TE",83,"AE","011517Xim_WT_AE","Control","Single","TE",98,15,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE8","TE",83,"AE","011517Xim_WT_AE","Control","Single","TE",98,15,"CAG:H2B-GFP",NA,0,"[0,20)","host",83,100
"011517Xim_WT_AE9","EPI",8,"AE","011517Xim_WT_AE","Control","Single","ICM",106,17,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE9","EPI",8,"AE","011517Xim_WT_AE","Control","Single","ICM",106,17,"CAG:H2B-GFP",NA,0,"[0,20)","host",8,100
"011517Xim_WT_AE9","PRE",9,"AE","011517Xim_WT_AE","Control","Single","ICM",106,17,"CAG:H2B-GFP",NA,0,"[0,20)","host",9,100
"011517Xim_WT_AE9","PRE",9,"AE","011517Xim_WT_AE","Control","Single","ICM",106,17,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"011517Xim_WT_AE9","TE",89,"AE","011517Xim_WT_AE","Control","Single","TE",106,17,"CAG:H2B-GFP",NA,0,"[0,20)","host",89,100
"011517Xim_WT_AE9","TE",89,"AE","011517Xim_WT_AE","Control","Single","TE",106,17,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF10","EPI",9,"AF","012017Xim_G6_AF","Chimera","Single","ICM",78,18,"ko","CAG:H2B-GFP",50,"[40,60)","donor",1,11.1111111111111
"012017Xim_G6_AF10","EPI",9,"AF","012017Xim_G6_AF","Chimera","Single","ICM",78,18,"ko","CAG:H2B-GFP",50,"[40,60)","host",8,88.8888888888889
"012017Xim_G6_AF10","PRE",9,"AF","012017Xim_G6_AF","Chimera","Single","ICM",78,18,"ko","CAG:H2B-GFP",50,"[40,60)","host",0,0
"012017Xim_G6_AF10","PRE",9,"AF","012017Xim_G6_AF","Chimera","Single","ICM",78,18,"ko","CAG:H2B-GFP",50,"[40,60)","donor",9,100
"012017Xim_G6_AF10","TE",60,"AF","012017Xim_G6_AF","Chimera","Single","TE",78,18,"ko","CAG:H2B-GFP",50,"[40,60)","donor",51,85
"012017Xim_G6_AF10","TE",60,"AF","012017Xim_G6_AF","Chimera","Single","TE",78,18,"ko","CAG:H2B-GFP",50,"[40,60)","host",9,15
"012017Xim_G6_AF11","EPI",10,"AF","012017Xim_G6_AF","Chimera","Single","ICM",97,24,"ko","CAG:H2B-GFP",50,"[40,60)","donor",2,20
"012017Xim_G6_AF11","EPI",10,"AF","012017Xim_G6_AF","Chimera","Single","ICM",97,24,"ko","CAG:H2B-GFP",50,"[40,60)","host",8,80
"012017Xim_G6_AF11","EPI.lo",4,"AF","012017Xim_G6_AF","Chimera","Single","ICM",97,24,"ko","CAG:H2B-GFP",50,"[40,60)","host",4,100
"012017Xim_G6_AF11","EPI.lo",4,"AF","012017Xim_G6_AF","Chimera","Single","ICM",97,24,"ko","CAG:H2B-GFP",50,"[40,60)","donor",0,0
"012017Xim_G6_AF11","PRE",10,"AF","012017Xim_G6_AF","Chimera","Single","ICM",97,24,"ko","CAG:H2B-GFP",50,"[40,60)","host",0,0
"012017Xim_G6_AF11","PRE",10,"AF","012017Xim_G6_AF","Chimera","Single","ICM",97,24,"ko","CAG:H2B-GFP",50,"[40,60)","donor",10,100
"012017Xim_G6_AF11","TE",73,"AF","012017Xim_G6_AF","Chimera","Single","TE",97,24,"ko","CAG:H2B-GFP",50,"[40,60)","donor",72,98.6301369863014
"012017Xim_G6_AF11","TE",73,"AF","012017Xim_G6_AF","Chimera","Single","TE",97,24,"ko","CAG:H2B-GFP",50,"[40,60)","host",1,1.36986301369863
"012017Xim_G6_AF12","EPI",1,"AF","012017Xim_G6_AF","Chimera","Single","ICM",103,17,"het","CAG:H2B-GFP",50,"[60,80)","donor",0,0
"012017Xim_G6_AF12","EPI",1,"AF","012017Xim_G6_AF","Chimera","Single","ICM",103,17,"het","CAG:H2B-GFP",50,"[60,80)","host",1,100
"012017Xim_G6_AF12","EPI.lo",8,"AF","012017Xim_G6_AF","Chimera","Single","ICM",103,17,"het","CAG:H2B-GFP",50,"[60,80)","host",3,37.5
"012017Xim_G6_AF12","EPI.lo",8,"AF","012017Xim_G6_AF","Chimera","Single","ICM",103,17,"het","CAG:H2B-GFP",50,"[60,80)","donor",5,62.5
"012017Xim_G6_AF12","PRE",8,"AF","012017Xim_G6_AF","Chimera","Single","ICM",103,17,"het","CAG:H2B-GFP",50,"[60,80)","host",0,0
"012017Xim_G6_AF12","PRE",8,"AF","012017Xim_G6_AF","Chimera","Single","ICM",103,17,"het","CAG:H2B-GFP",50,"[60,80)","donor",8,100
"012017Xim_G6_AF12","TE",86,"AF","012017Xim_G6_AF","Chimera","Single","TE",103,17,"het","CAG:H2B-GFP",50,"[60,80)","donor",56,65.1162790697674
"012017Xim_G6_AF12","TE",86,"AF","012017Xim_G6_AF","Chimera","Single","TE",103,17,"het","CAG:H2B-GFP",50,"[60,80)","host",30,34.8837209302326
"012017Xim_G6_AF13","EPI",4,"AF","012017Xim_G6_AF","Chimera","Single","ICM",87,8,"het","CAG:H2B-GFP",50,"[20,40)","donor",0,0
"012017Xim_G6_AF13","EPI",4,"AF","012017Xim_G6_AF","Chimera","Single","ICM",87,8,"het","CAG:H2B-GFP",50,"[20,40)","host",4,100
"012017Xim_G6_AF13","EPI.lo",1,"AF","012017Xim_G6_AF","Chimera","Single","ICM",87,8,"het","CAG:H2B-GFP",50,"[20,40)","host",1,100
"012017Xim_G6_AF13","EPI.lo",1,"AF","012017Xim_G6_AF","Chimera","Single","ICM",87,8,"het","CAG:H2B-GFP",50,"[20,40)","donor",0,0
"012017Xim_G6_AF13","PRE",3,"AF","012017Xim_G6_AF","Chimera","Single","ICM",87,8,"het","CAG:H2B-GFP",50,"[20,40)","donor",3,100
"012017Xim_G6_AF13","PRE",3,"AF","012017Xim_G6_AF","Chimera","Single","ICM",87,8,"het","CAG:H2B-GFP",50,"[20,40)","host",0,0
"012017Xim_G6_AF13","TE",79,"AF","012017Xim_G6_AF","Chimera","Single","TE",87,8,"het","CAG:H2B-GFP",50,"[20,40)","host",4,5.06329113924051
"012017Xim_G6_AF13","TE",79,"AF","012017Xim_G6_AF","Chimera","Single","TE",87,8,"het","CAG:H2B-GFP",50,"[20,40)","donor",75,94.9367088607595
"012017Xim_G6_AF14","DP",12,"AF","012017Xim_G6_AF","Control","Single","ICM",96,18,"wt",NA,0,"[0,20)","host",12,100
"012017Xim_G6_AF14","DP",12,"AF","012017Xim_G6_AF","Control","Single","ICM",96,18,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF14","EPI",5,"AF","012017Xim_G6_AF","Control","Single","ICM",96,18,"wt",NA,0,"[0,20)","host",5,100
"012017Xim_G6_AF14","EPI",5,"AF","012017Xim_G6_AF","Control","Single","ICM",96,18,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF14","EPI.lo",1,"AF","012017Xim_G6_AF","Control","Single","ICM",96,18,"wt",NA,0,"[0,20)","host",1,100
"012017Xim_G6_AF14","EPI.lo",1,"AF","012017Xim_G6_AF","Control","Single","ICM",96,18,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF14","TE",78,"AF","012017Xim_G6_AF","Control","Single","TE",96,18,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF14","TE",78,"AF","012017Xim_G6_AF","Control","Single","TE",96,18,"wt",NA,0,"[0,20)","host",78,100
"012017Xim_G6_AF15","DP",18,"AF","012017Xim_G6_AF","Control","Single","ICM",105,37,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF15","DP",18,"AF","012017Xim_G6_AF","Control","Single","ICM",105,37,"wt",NA,0,"[0,20)","host",18,100
"012017Xim_G6_AF15","EPI",17,"AF","012017Xim_G6_AF","Control","Single","ICM",105,37,"wt",NA,0,"[0,20)","host",17,100
"012017Xim_G6_AF15","EPI",17,"AF","012017Xim_G6_AF","Control","Single","ICM",105,37,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF15","EPI.lo",1,"AF","012017Xim_G6_AF","Control","Single","ICM",105,37,"wt",NA,0,"[0,20)","host",1,100
"012017Xim_G6_AF15","EPI.lo",1,"AF","012017Xim_G6_AF","Control","Single","ICM",105,37,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF15","PRE",1,"AF","012017Xim_G6_AF","Control","Single","ICM",105,37,"wt",NA,0,"[0,20)","host",1,100
"012017Xim_G6_AF15","PRE",1,"AF","012017Xim_G6_AF","Control","Single","ICM",105,37,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF15","TE",68,"AF","012017Xim_G6_AF","Control","Single","TE",105,37,"wt",NA,0,"[0,20)","host",68,100
"012017Xim_G6_AF15","TE",68,"AF","012017Xim_G6_AF","Control","Single","TE",105,37,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF16","DP",9,"AF","012017Xim_G6_AF","Control","Single","ICM",67,14,"wt",NA,0,"[0,20)","host",9,100
"012017Xim_G6_AF16","DP",9,"AF","012017Xim_G6_AF","Control","Single","ICM",67,14,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF16","EPI",5,"AF","012017Xim_G6_AF","Control","Single","ICM",67,14,"wt",NA,0,"[0,20)","host",5,100
"012017Xim_G6_AF16","EPI",5,"AF","012017Xim_G6_AF","Control","Single","ICM",67,14,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF16","TE",53,"AF","012017Xim_G6_AF","Control","Single","TE",67,14,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF16","TE",53,"AF","012017Xim_G6_AF","Control","Single","TE",67,14,"wt",NA,0,"[0,20)","host",53,100
"012017Xim_G6_AF17","DP",12,"AF","012017Xim_G6_AF","Control","Single","ICM",123,17,"wt",NA,0,"[0,20)","host",12,100
"012017Xim_G6_AF17","DP",12,"AF","012017Xim_G6_AF","Control","Single","ICM",123,17,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF17","EPI",5,"AF","012017Xim_G6_AF","Control","Single","ICM",123,17,"wt",NA,0,"[0,20)","host",5,100
"012017Xim_G6_AF17","EPI",5,"AF","012017Xim_G6_AF","Control","Single","ICM",123,17,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF17","TE",106,"AF","012017Xim_G6_AF","Control","Single","TE",123,17,"wt",NA,0,"[0,20)","donor",0,0
"012017Xim_G6_AF17","TE",106,"AF","012017Xim_G6_AF","Control","Single","TE",123,17,"wt",NA,0,"[0,20)","host",106,100
"012017Xim_G6_AF3","DP",3,"AF","012017Xim_G6_AF","Chimera","Single","ICM",65,16,"het","CAG:H2B-GFP",50,"[40,60)","host",1,33.3333333333333
"012017Xim_G6_AF3","DP",3,"AF","012017Xim_G6_AF","Chimera","Single","ICM",65,16,"het","CAG:H2B-GFP",50,"[40,60)","donor",2,66.6666666666667
"012017Xim_G6_AF3","EPI",7,"AF","012017Xim_G6_AF","Chimera","Single","ICM",65,16,"het","CAG:H2B-GFP",50,"[40,60)","host",3,42.8571428571429
"012017Xim_G6_AF3","EPI",7,"AF","012017Xim_G6_AF","Chimera","Single","ICM",65,16,"het","CAG:H2B-GFP",50,"[40,60)","donor",4,57.1428571428571
"012017Xim_G6_AF3","PRE",6,"AF","012017Xim_G6_AF","Chimera","Single","ICM",65,16,"het","CAG:H2B-GFP",50,"[40,60)","donor",1,16.6666666666667
"012017Xim_G6_AF3","PRE",6,"AF","012017Xim_G6_AF","Chimera","Single","ICM",65,16,"het","CAG:H2B-GFP",50,"[40,60)","host",5,83.3333333333333
"012017Xim_G6_AF3","TE",49,"AF","012017Xim_G6_AF","Chimera","Single","TE",65,16,"het","CAG:H2B-GFP",50,"[40,60)","donor",44,89.7959183673469
"012017Xim_G6_AF3","TE",49,"AF","012017Xim_G6_AF","Chimera","Single","TE",65,16,"het","CAG:H2B-GFP",50,"[40,60)","host",5,10.2040816326531
"012017Xim_G6_AF4","EPI",8,"AF","012017Xim_G6_AF","Chimera","Single","ICM",99,17,"het","CAG:H2B-GFP",50,"[80,100]","donor",8,100
"012017Xim_G6_AF4","EPI",8,"AF","012017Xim_G6_AF","Chimera","Single","ICM",99,17,"het","CAG:H2B-GFP",50,"[80,100]","host",0,0
"012017Xim_G6_AF4","PRE",9,"AF","012017Xim_G6_AF","Chimera","Single","ICM",99,17,"het","CAG:H2B-GFP",50,"[80,100]","host",3,33.3333333333333
