"Exp_date","Embryo_ID","Litter","Genotype1","Stage.t0","Cellcount","Treatment","ES_culture","ESC_line","ESC_genotype","icm.count","D_cells","EPI","ESC","PRE","esc.end"
20190113,"011319Xim_WT_DQ9","DQ","wt","8cell",107,"Chimera","2i/LIF","CAG:H2B-GFP","wt",15,"8-12",0,6,9,"1x"
20190122,"012219Xim_F4_DU12","DU","ko","8cell",172,"Chimera","S/LIF","H2B-tdTomato","wt",62,"8-12",16,24,22,"4x"
20190122,"012219Xim_F4_DU4","DU","ko","8cell",194,"Chimera","S/LIF","H2B-tdTomato","wt",61,"4",4,15,42,"2x"
20190122,"012219Xim_F4_DU6","DU","ko","8cell",156,"Chimera","S/LIF","H2B-tdTomato","wt",61,"4",33,5,23,"1x"
20190122,"012219Xim_F4_DU7","DU","ko","8cell",164,"Chimera","S/LIF","H2B-tdTomato","wt",65,"4",50,5,10,"1x"
20190225,"022519Xim_F4_ED10","ED","ko","8cell",150,"Chimera","S/LIF","H2B-tdTomato","wt",39,"8-12",17,6,14,"1x"
20190225,"022519Xim_F4_ED3","ED","ko","8cell",72,"Chimera","S/LIF","H2B-tdTomato","wt",16,"1",1,8,7,"1x"
20190225,"022519Xim_F4_ED8","ED","ko","8cell",99,"Chimera","S/LIF","H2B-tdTomato","wt",24,"8-12",2,16,4,"2x"
20190225,"022519Xim_F4_EE10","EE","ko","8cell",119,"Chimera","2i/LIF","H2B-tdTomato","wt",33,"8-12",1,5,15,"1x"
20190225,"022519Xim_F4_EE11","EE","ko","8cell",89,"Chimera","2i/LIF","H2B-tdTomato","wt",21,"8-12",0,12,6,"2x"
20190225,"022519Xim_F4_EE13","EE","ko","8cell",97,"Chimera","2i/LIF","H2B-tdTomato","wt",19,"8-12",2,4,10,"0.5x"
20190225,"022519Xim_F4_EE8","EE","ko","8cell",99,"Chimera","2i/LIF","H2B-tdTomato","wt",6,"1",0,2,2,"0.5x"
20190226,"022619Xim_F4_EF7","EF","ko","8cell",120,"Chimera","S/LIF","H2B-tdTomato","wt",38,"2",3,15,20,"2x"
20190226,"022619Xim_F4_EG4","EG","ko","8cell",126,"Chimera","2i/LIF","H2B-tdTomato","wt",46,"2",43,1,0,"0.5x"
20190226,"022619Xim_F4_EG6","EG","ko","8cell",157,"Chimera","2i/LIF","H2B-tdTomato","wt",53,"2",39,1,13,"0.5x"
20190322,"032219Xim_F4_EH3","EH","ko","8cell",185,"Chimera","S/LIF","H2B-tdTomato","wt",52,"8-12",0,33,19,"4x"
20190322,"032219Xim_F4_EH4","EH","ko","8cell",127,"Chimera","S/LIF","H2B-tdTomato","wt",27,"8-12",0,18,9,"2x"
20190322,"032219Xim_F4_EH5","EH","ko","8cell",94,"Chimera","S/LIF","H2B-tdTomato","wt",30,"8-12",0,30,0,"4x"
20190322,"032219Xim_F4_EH6","EH","ko","8cell",207,"Chimera","S/LIF","H2B-tdTomato","wt",74,"8-12",4,38,32,"4x"
20190322,"032219Xim_F4_EH7","EH","ko","8cell",173,"Chimera","S/LIF","H2B-tdTomato","wt",49,"8-12",3,36,10,"4x"
20190322,"032219Xim_F4_EH8","EH","ko","8cell",149,"Chimera","S/LIF","H2B-tdTomato","wt",44,"8-12",0,32,12,"4x"
20190322,"032219Xim_F4_EI11","EI","ko","8cell",168,"Chimera","S/LIF","H2B-tdTomato","wt",56,"4",22,9,24,"1x"
20190322,"032219Xim_F4_EI3","EI","ko","8cell",175,"Chimera","S/LIF","H2B-tdTomato","wt",51,"4",0,26,25,"4x"
20190322,"032219Xim_F4_EI6","EI","ko","8cell",132,"Chimera","S/LIF","H2B-tdTomato","wt",34,"4",27,4,3,"0.5x"
20190322,"032219Xim_F4_EI8","EI","ko","8cell",193,"Chimera","S/LIF","H2B-tdTomato","wt",79,"4",60,11,7,"2x"
20190322,"032219Xim_F4_EI9","EI","ko","8cell",171,"Chimera","S/LIF","H2B-tdTomato","wt",60,"4",30,12,18,"2x"
20190520,"052019Xim_F4_EM10","EM","ko","8cell",194,"Chimera","S/LIF","CAG:H2B-GFP","wt",75,"8-12",19,30,26,"4x"
20190520,"052019Xim_F4_EM4","EM","ko","8cell",95,"Chimera","S/LIF","CAG:H2B-GFP","wt",24,"8-12",0,15,9,"2x"
20190520,"052019Xim_F4_EM6","EM","ko","8cell",80,"Chimera","S/LIF","CAG:H2B-GFP","wt",12,"8-12",8,3,1,"0.5x"
20190520,"052019Xim_F4_EM7","EM","ko","8cell",111,"Chimera","S/LIF","CAG:H2B-GFP","wt",36,"8-12",32,2,2,"0.5x"
20190520,"052019Xim_F4_EN10","EN","ko","8cell",227,"Chimera","S/LIF","CAG:H2B-GFP","wt",87,"8-12",46,7,34,"1x"
20190520,"052019Xim_F4_EN11","EN","ko","8cell",231,"Chimera","S/LIF","CAG:H2B-GFP","wt",86,"8-12",27,20,38,"4x"
20190520,"052019Xim_F4_EN5","EN","ko","8cell",212,"Chimera","S/LIF","CAG:H2B-GFP","wt",72,"8-12",37,12,23,"2x"
20190520,"052019Xim_F4_EN6","EN","ko","8cell",227,"Chimera","S/LIF","CAG:H2B-GFP","wt",93,"8-12",48,10,35,"2x"
20190520,"052019Xim_F4_EN7","EN","ko","8cell",192,"Chimera","S/LIF","CAG:H2B-GFP","wt",65,"8-12",32,12,21,"2x"
20190520,"052019Xim_F4_EN9","EN","ko","8cell",180,"Chimera","S/LIF","CAG:H2B-GFP","wt",75,"8-12",55,5,13,"1x"
20190520,"052019Xim_F4_EO3","EO","ko","8cell",122,"Chimera","S/LIF","CAG:H2B-GFP","wt",35,"8-12",0,20,13,"4x"
20190520,"052019Xim_F4_EO4","EO","ko","8cell",157,"Chimera","S/LIF","CAG:H2B-GFP","wt",57,"8-12",13,33,11,"4x"
20190520,"052019Xim_F4_EO5","EO","ko","8cell",89,"Chimera","S/LIF","CAG:H2B-GFP","wt",33,"8-12",0,29,4,"4x"
20190520,"052019Xim_F4_EO6","EO","ko","8cell",124,"Chimera","S/LIF","CAG:H2B-GFP","wt",27,"8-12",1,15,10,"2x"
20190520,"052019Xim_F4_EO9","EO","ko","8cell",67,"Chimera","S/LIF","CAG:H2B-GFP","wt",21,"8-12",0,12,9,"2x"
20190618,"061819Xim_F4_EP3","EP","ko","8cell",111,"Chimera","S/LIF","F103_CAG:H2B-GFP-B2","het",28,"8-12",21,4,3,"0.5x"
20190620,"062019Xim_F4_ET8","ET","ko","8cell",133,"Chimera","S/LIF","F103_CAG:H2B-GFP-B2","het",56,"8-12",50,2,0,"0.5x"
20190620,"062019Xim_F4_ET9","ET","ko","8cell",84,"Chimera","S/LIF","F103_CAG:H2B-GFP-B2","het",26,"8-12",20,5,0,"1x"
20190729,"072919Xim_F4_FB11","FB","ko","8cell",102,"Chimera","S/LIF","F105_GFP","ko",26,"8-12",22,3,1,"0.5x"
20190729,"072919Xim_F4_FB4","FB","ko","8cell",89,"Chimera","S/LIF","F105_GFP","ko",18,"8-12",15,2,0,"0.5x"
20190729,"072919Xim_F4_FB5","FB","ko","8cell",73,"Chimera","S/LIF","F105_GFP","ko",29,"8-12",16,10,0,"2x"
