"Experiment","Litter","Embryo_ID","Exp_date","Img_date","Cellcount","TE_ICM","Treatment","target","Recovery","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","group.median","litter.median.t0","Cell_diff","Stage.t0","Cellcount_t0","Identity.hc","count","Gene3","Genotype3","target_t0","pc.icm"
"021919Abl_EO.Ablated.Pdgfra.het","EO","021919Abl_EO3",20190219,20190222,110,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",22,104,104,"kill_0.5","[90,110)",103,"PRE",13,NA,NA,NA,59.0909090909091
"021919Abl_EO.Control.Pdgfra.wt","EO","021919Abl_EO4",20190219,20190222,119,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",31,119,104,"zero","[90,110)",112,"PRE",15,NA,NA,NA,48.3870967741936
"021919Abl_EO.Control.Pdgfra.wt","EO","021919Abl_EO5",20190219,20190222,117,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",34,119,104,"zero","[90,110)",100,"PRE",25,NA,NA,NA,73.5294117647059
"021919Abl_EO.Random.Pdgfra.wt","EO","021919Abl_EO6",20190219,20190222,128,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",33,111,104,"kill_all","[90,110)",129,"PRE",22,NA,NA,NA,66.6666666666667
"021919Abl_EO.Random.Pdgfra.wt","EO","021919Abl_EO7",20190219,20190222,89,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",13,111,104,"kill_all","[90,110)",102,"PRE",10,NA,NA,NA,76.9230769230769
"021919Abl_EO.Random.Pdgfra.wt","EO","021919Abl_EO8",20190219,20190222,111,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",21,111,104,"kill_all","[90,110)",104,"PRE",15,NA,NA,NA,71.4285714285714
"021919Abl_EO.Random.Pdgfra.wt","EO","021919Abl_EO9",20190219,20190222,104,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",19,111,104,"kill_all","[90,110)",111,"PRE",14,NA,NA,NA,73.6842105263158
"031919Abl_ET.Ablated.Pdgfra.het","ET","031919Abl_ET1",20190319,20190326,84,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",14,89,76,"kill_0.75","[70,90)",84,"PRE",8,NA,NA,NA,57.1428571428571
"031919Abl_ET.Ablated.Pdgfra.het","ET","031919Abl_ET2",20190319,20190326,110,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",26,89,76,"kill_0.75","[70,90)",76,"PRE",9,NA,NA,NA,34.6153846153846
"031919Abl_ET.Ablated.Pdgfra.het","ET","031919Abl_ET3",20190319,20190326,89,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",10,89,76,"kill_0.5","[70,90)",76,"PRE",5,NA,NA,NA,50
"031919Abl_ET.Ablated.Pdgfra.het","ET","031919Abl_ET4",20190319,20190326,77,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",16,89,76,"kill_0.5","[70,90)",63,"PRE",11,NA,NA,NA,68.75
"031919Abl_ET.Control.Pdgfra.wt","ET","031919Abl_ET5",20190319,20190326,104,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",21,104,76,"zero","[70,90)",86,"PRE",13,NA,NA,NA,61.9047619047619
"031919Abl_ET.Random.Pdgfra.wt","ET","031919Abl_ET6",20190319,20190326,84,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",10,96,76,"kill_all","[70,90)",89,"PRE",10,NA,NA,NA,100
"031919Abl_ET.Random.Pdgfra.wt","ET","031919Abl_ET7",20190319,20190326,109,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",36,96,76,"kill_all","[70,90)",63,"PRE",24,NA,NA,NA,66.6666666666667
"031919Abl_ET.Random.Pdgfra.wt","ET","031919Abl_ET8",20190319,20190326,96,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",31,96,76,"kill_all","[70,90)",86,"PRE",26,NA,NA,NA,83.8709677419355
"032019Abl_EU.Ablated.Pdgfra.het","EU","032019Abl_EU1",20190320,20190326,107,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",21,107,79,"kill_all","[70,90)",90,"PRE",9,NA,NA,NA,42.8571428571429
"032019Abl_EU.Ablated.Pdgfra.het","EU","032019Abl_EU4",20190320,20190326,107,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",14,107,79,"kill_all","[70,90)",71,"PRE",8,NA,NA,NA,57.1428571428571
"032019Abl_EU.Ablated.Pdgfra.het","EU","032019Abl_EU5",20190320,20190326,112,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",13,107,79,"kill_all","[70,90)",102,"PRE",5,NA,NA,NA,38.4615384615385
"032019Abl_EU.Control.Pdgfra.wt","EU","032019Abl_EU3",20190320,20190326,116,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",34,116,79,"zero","[70,90)",84,"PRE",22,NA,NA,NA,64.7058823529412
"032019Abl_EU.Random.Pdgfra.wt","EU","032019Abl_EU6",20190320,20190326,111,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",19,109,79,"kill_all","[70,90)",79,"PRE",10,NA,NA,NA,52.6315789473684
"032019Abl_EU.Random.Pdgfra.wt","EU","032019Abl_EU7",20190320,20190326,103,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",26,109,79,"kill_all","[70,90)",66,"PRE",19,NA,NA,NA,73.0769230769231
"032019Abl_EU.Random.Pdgfra.wt","EU","032019Abl_EU8",20190320,20190326,104,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",21,109,79,"kill_all","[70,90)",72,"PRE",15,NA,NA,NA,71.4285714285714
"032019Abl_EU.Random.Pdgfra.wt","EU","032019Abl_EU9",20190320,20190326,109,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",28,109,79,"kill_all","[70,90)",73,"PRE",16,NA,NA,NA,57.1428571428571
"032819Abl_EV.Ablated.Pdgfra.het","EV","032819Abl_EV2",20190328,20190403,98,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",14,96,71,"kill_0.5","[70,90)",61,"PRE",12,NA,NA,NA,85.7142857142857
"032819Abl_EV.Ablated.Pdgfra.het","EV","032819Abl_EV3",20190328,20190403,77,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",13,96,71,"kill_all","[70,90)",83,"PRE",9,NA,NA,NA,69.2307692307692
"032819Abl_EV.Ablated.Pdgfra.het","EV","032819Abl_EV4",20190328,20190403,96,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",21,96,71,"kill_0.5","[70,90)",86,"PRE",10,NA,NA,NA,47.6190476190476
"032819Abl_EV.Control.Pdgfra.wt","EV","032819Abl_EV5",20190328,20190403,109,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",29,109,71,"zero","[70,90)",72,"PRE",17,NA,NA,NA,58.6206896551724
"032819Abl_EV.Random.Pdgfra.wt","EV","032819Abl_EV6",20190328,20190403,66,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",13,79,71,"kill_all","[70,90)",71,"PRE",9,NA,NA,NA,69.2307692307692
"032819Abl_EV.Random.Pdgfra.wt","EV","032819Abl_EV7",20190328,20190403,79,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",10,79,71,"kill_all","[70,90)",63,"PRE",7,NA,NA,NA,70
"032819Abl_EV.Random.Pdgfra.wt","EV","032819Abl_EV8",20190328,20190403,86,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",6,79,71,"kill_all","[70,90)",55,"PRE",4,NA,NA,NA,66.6666666666667
"040317Abl_Q.Ablated.Pdgfra.het","Q","040317Abl_Q1",20170403,20170427,72,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",6,74,63,"kill_0.75","[50,70)",0,"PRE",2,NA,NA,NA,33.3333333333333
"040317Abl_Q.Ablated.Pdgfra.het","Q","040317Abl_Q2",20170403,20170427,75,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",2,74,63,"kill_0.75","[50,70)",0,"PRE",0,NA,NA,NA,0
"040317Abl_Q.Ablated.Pdgfra.het","Q","040317Abl_Q3",20170403,20170427,72,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",5,74,63,"kill_0.75","[50,70)",0,"PRE",2,NA,NA,NA,40
"040317Abl_Q.Ablated.Pdgfra.het","Q","040317Abl_Q4",20170403,20170427,74,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",3,74,63,"kill_0.75","[50,70)",0,"PRE",0,NA,NA,NA,0
"040317Abl_Q.Ablated.Pdgfra.het","Q","040317Abl_Q5",20170403,20170427,76,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",3,74,63,"kill_0.75","[50,70)",0,"PRE",0,NA,NA,NA,0
"040317Abl_Q.Control.Pdgfra.het","Q","040317Abl_Q7",20170403,20170427,103,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",28,103,63,"zero","[50,70)",0,"PRE",19,NA,NA,NA,67.8571428571429
"040317Abl_Q.Control.Pdgfra.het","Q","040317Abl_Q8",20170403,20170427,118,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",31,103,63,"zero","[50,70)",0,"PRE",19,NA,NA,NA,61.2903225806452
"040317Abl_Q.Control.Pdgfra.wt","Q","040317Abl_Q10",20170403,20170427,90,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",17,103,63,"zero","[50,70)",0,"PRE",11,NA,NA,NA,64.7058823529412
"040317Abl_Q.Control.Pdgfra.wt","Q","040317Abl_Q11",20170403,20170427,115,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",27,103,63,"zero","[50,70)",0,"PRE",18,NA,NA,NA,66.6666666666667
"040317Abl_Q.Control.Pdgfra.wt","Q","040317Abl_Q9",20170403,20170427,103,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",30,103,63,"zero","[50,70)",0,"PRE",17,NA,NA,NA,56.6666666666667
"040317Abl_Q.Littermate.Pdgfra.wt","Q","040317Abl_Q12",20170403,20170427,71,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",17,63,63,"zero","[50,70)",71,"PRE",5,NA,NA,NA,29.4117647058824
"040317Abl_Q.Littermate.Pdgfra.wt","Q","040317Abl_Q13",20170403,20170427,48,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",18,63,63,"zero","[50,70)",48,"PRE",13,NA,NA,NA,72.2222222222222
"040317Abl_Q.Littermate.Pdgfra.wt","Q","040317Abl_Q14",20170403,20170427,63,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",28,63,63,"zero","[50,70)",63,"PRE",11,NA,NA,NA,39.2857142857143
"040317Abl_R.Ablated.Pdgfra.het","R","040317Abl_R1",20170403,20170419,102,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",24,89,64,"kill_0.25","[50,70)",0,"PRE",14,NA,NA,NA,58.3333333333333
"040317Abl_R.Ablated.Pdgfra.het","R","040317Abl_R2",20170403,20170419,89,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",12,89,64,"kill_0.25","[50,70)",0,"PRE",7,NA,NA,NA,58.3333333333333
"040317Abl_R.Ablated.Pdgfra.het","R","040317Abl_R3",20170403,20170419,71,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",20,89,64,"kill_0.25","[50,70)",0,"PRE",10,NA,NA,NA,50
"040317Abl_R.Control.Pdgfra.het","R","040317Abl_R5",20170403,20170419,105,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",30,91,64,"zero","[50,70)",0,"PRE",19,NA,NA,NA,63.3333333333333
"040317Abl_R.Control.Pdgfra.het","R","040317Abl_R6",20170403,20170419,84,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",33,91,64,"zero","[50,70)",0,"PRE",22,NA,NA,NA,66.6666666666667
"040317Abl_R.Control.Pdgfra.wt","R","040317Abl_R7",20170403,20170419,91,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",22,91,64,"zero","[50,70)",0,"PRE",15,NA,NA,NA,68.1818181818182
"040317Abl_R.Control.Pdgfra.wt","R","040317Abl_R8",20170403,20170419,81,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",21,91,64,"zero","[50,70)",0,"PRE",11,NA,NA,NA,52.3809523809524
"040317Abl_R.Littermate.Pdgfra.wt","R","040317Abl_R10",20170403,20170419,44,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",18,64,64,"zero","[50,70)",44,"PRE",5,NA,NA,NA,27.7777777777778
"040317Abl_R.Littermate.Pdgfra.wt","R","040317Abl_R11",20170403,20170419,65,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",27,64,64,"zero","[50,70)",65,"PRE",9,NA,NA,NA,33.3333333333333
"040317Abl_R.Littermate.Pdgfra.wt","R","040317Abl_R9",20170403,20170419,64,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",28,64,64,"zero","[50,70)",64,"PRE",5,NA,NA,NA,17.8571428571429
"040317Abl_S.Ablated.Pdgfra.het","S","040317Abl_S1",20170403,20170622,80,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",7,93,62,"kill_all","[50,70)",0,"PRE",4,NA,NA,NA,57.1428571428571
"040317Abl_S.Ablated.Pdgfra.het","S","040317Abl_S2",20170403,20170622,101,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",16,93,62,"kill_all","[50,70)",0,"PRE",14,NA,NA,NA,87.5
"040317Abl_S.Ablated.Pdgfra.het","S","040317Abl_S3",20170403,20170622,93,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",20,93,62,"kill_all","[50,70)",0,"PRE",7,NA,NA,NA,35
"040317Abl_S.Ablated.Pdgfra.het","S","040317Abl_S4",20170403,20170622,64,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",5,93,62,"kill_all","[50,70)",0,"PRE",3,NA,NA,NA,60
"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S6",20170403,20170622,64,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",31,62,62,"zero","[50,70)",64,"PRE",9,NA,NA,NA,29.0322580645161
"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S7",20170403,20170622,62,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",18,62,62,"zero","[50,70)",62,"PRE",0,NA,NA,NA,0
"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S8",20170403,20170622,57,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",17,62,62,"zero","[50,70)",57,"PRE",10,NA,NA,NA,58.8235294117647
"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S9",20170403,20170622,45,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",14,62,62,"zero","[50,70)",45,"PRE",8,NA,NA,NA,57.1428571428571
"040317Abl_T.Ablated.Pdgfra.het","T","040317Abl_T1",20170403,20170622,107,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",19,107,77,"kill_0.25","[70,90)",0,"PRE",12,NA,NA,NA,63.1578947368421
"040317Abl_T.Littermate.Pdgfra.wt","T","040317Abl_T3",20170403,20170622,77,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",27,77,77,"zero","[70,90)",77,"PRE",9,NA,NA,NA,33.3333333333333
"040317Abl_T.Littermate.Pdgfra.wt","T","040317Abl_T4",20170403,20170622,78,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",21,77,77,"zero","[70,90)",78,"PRE",11,NA,NA,NA,52.3809523809524
"040317Abl_T.Littermate.Pdgfra.wt","T","040317Abl_T5",20170403,20170622,74,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",30,77,77,"zero","[70,90)",74,"PRE",14,NA,NA,NA,46.6666666666667
"040517Abl_U.Ablated.Pdgfra.het","U","040517Abl_U1",20170405,20170626,97,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",19,99,78,"kill_0.5","[70,90)",0,"PRE",10,NA,NA,NA,52.6315789473684
"040517Abl_U.Ablated.Pdgfra.het","U","040517Abl_U2",20170405,20170626,107,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",25,99,78,"kill_0.5","[70,90)",0,"PRE",12,NA,NA,NA,48
"040517Abl_U.Ablated.Pdgfra.het","U","040517Abl_U3",20170405,20170626,99,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",27,99,78,"kill_0.5","[70,90)",0,"PRE",11,NA,NA,NA,40.7407407407407
"040517Abl_U.Ablated.Pdgfra.het","U","040517Abl_U4",20170405,20170626,93,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",19,99,78,"kill_0.5","[70,90)",0,"PRE",14,NA,NA,NA,73.6842105263158
"040517Abl_U.Control.Pdgfra.het","U","040517Abl_U5",20170405,20170626,127,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",39,123,78,"zero","[70,90)",0,"PRE",22,NA,NA,NA,56.4102564102564
"040517Abl_U.Control.Pdgfra.het","U","040517Abl_U6",20170405,20170626,105,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",22,123,78,"zero","[70,90)",0,"PRE",19,NA,NA,NA,86.3636363636364
"040517Abl_U.Control.Pdgfra.het","U","040517Abl_U7",20170405,20170626,123,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",42,123,78,"zero","[70,90)",0,"PRE",29,NA,NA,NA,69.0476190476191
"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U10",20170405,20170626,65,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",23,78,78,"zero","[70,90)",65,"PRE",9,NA,NA,NA,39.1304347826087
"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U11",20170405,20170626,71,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",20,78,78,"zero","[70,90)",71,"PRE",9,NA,NA,NA,45
"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U8",20170405,20170626,82,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",19,78,78,"zero","[70,90)",82,"PRE",10,NA,NA,NA,52.6315789473684
"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U9",20170405,20170626,78,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",29,78,78,"zero","[70,90)",78,"PRE",14,NA,NA,NA,48.2758620689655
"040517Abl_V.Ablated.Pdgfra.het","V","040517Abl_V1",20170405,20170626,69,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",15,82,31,"kill_all","[30,50)",0,"PRE",9,NA,NA,NA,60
"040517Abl_V.Ablated.Pdgfra.het","V","040517Abl_V2",20170405,20170626,93,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",17,82,31,"kill_all","[30,50)",0,"PRE",12,NA,NA,NA,70.5882352941177
"040517Abl_V.Ablated.Pdgfra.het","V","040517Abl_V3",20170405,20170626,82,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",17,82,31,"kill_all","[30,50)",0,"PRE",11,NA,NA,NA,64.7058823529412
"040517Abl_V.Ablated.Pdgfra.het","V","040517Abl_V4",20170405,20170626,76,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",12,82,31,"kill_all","[30,50)",0,"PRE",8,NA,NA,NA,66.6666666666667
"040517Abl_V.Control.Pdgfra.wt","V","040517Abl_V5",20170405,20170626,86,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",16,95,31,"zero","[30,50)",0,"PRE",12,NA,NA,NA,75
"040517Abl_V.Control.Pdgfra.wt","V","040517Abl_V6",20170405,20170626,102,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",16,95,31,"zero","[30,50)",0,"PRE",11,NA,NA,NA,68.75
"040517Abl_V.Control.Pdgfra.wt","V","040517Abl_V7",20170405,20170626,91,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",17,95,31,"zero","[30,50)",0,"PRE",9,NA,NA,NA,52.9411764705882
"040517Abl_V.Control.Pdgfra.wt","V","040517Abl_V8",20170405,20170626,95,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",18,95,31,"zero","[30,50)",0,"PRE",10,NA,NA,NA,55.5555555555556
"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V10",20170405,20170626,31,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",17,31,31,"zero","[30,50)",31,"PRE",2,NA,NA,NA,11.7647058823529
"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V11",20170405,20170626,31,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",11,31,31,"zero","[30,50)",31,"PRE",2,NA,NA,NA,18.1818181818182
"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V12",20170405,20170626,32,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",14,31,31,"zero","[30,50)",32,"PRE",0,NA,NA,NA,0
"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V13",20170405,20170626,32,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",13,31,31,"zero","[30,50)",32,"PRE",3,NA,NA,NA,23.0769230769231
"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V9",20170405,20170626,31,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",14,31,31,"zero","[30,50)",31,"PRE",0,NA,NA,NA,0
"041117Abl_W.Ablated.Pdgfra.het","W","041117Abl_W1",20170411,20170711,79,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",10,80,69,"kill_0.75","[50,70)",0,"PRE",6,NA,NA,NA,60
"041117Abl_W.Ablated.Pdgfra.het","W","041117Abl_W2",20170411,20170711,80,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",11,80,69,"kill_0.75","[50,70)",0,"PRE",6,NA,NA,NA,54.5454545454545
"041117Abl_W.Ablated.Pdgfra.het","W","041117Abl_W3",20170411,20170711,94,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",23,80,69,"kill_0.75","[50,70)",0,"PRE",14,NA,NA,NA,60.8695652173913
"041117Abl_W.Ablated.Pdgfra.het","W","041117Abl_W4",20170411,20170711,76,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",10,80,69,"kill_0.75","[50,70)",0,"PRE",5,NA,NA,NA,50
"041117Abl_W.Ablated.Pdgfra.het","W","041117Abl_W5",20170411,20170711,105,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",30,80,69,"kill_0.75","[50,70)",0,"PRE",22,NA,NA,NA,73.3333333333333
"041117Abl_W.Control.Pdgfra.wt","W","041117Abl_W6",20170411,20170711,108,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",25,86,69,"zero","[50,70)",0,"PRE",16,NA,NA,NA,64
"041117Abl_W.Control.Pdgfra.wt","W","041117Abl_W7",20170411,20170711,86,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",19,86,69,"zero","[50,70)",0,"PRE",14,NA,NA,NA,73.6842105263158
"041117Abl_W.Control.Pdgfra.wt","W","041117Abl_W8",20170411,20170711,71,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",33,86,69,"zero","[50,70)",0,"PRE",18,NA,NA,NA,54.5454545454545
"041117Abl_W.Control.Pdgfra.wt","W","041117Abl_W9",20170411,20170711,73,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",30,86,69,"zero","[50,70)",0,"PRE",18,NA,NA,NA,60
"041117Abl_W.Littermate.Pdgfra.wt","W","041117Abl_W10",20170411,20170711,69,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",29,69,69,"zero","[50,70)",69,"PRE",13,NA,NA,NA,44.8275862068966
"041117Abl_W.Littermate.Pdgfra.wt","W","041117Abl_W11",20170411,20170711,64,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",25,69,69,"zero","[50,70)",64,"PRE",13,NA,NA,NA,52
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY2",20190508,20190515,86,"ICM","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",8,86,77,"kill_0.5","[70,90)",91,"PRE",5,NA,NA,NA,62.5
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY3",20190508,20190515,98,"ICM","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",20,86,77,"kill_0.5","[70,90)",77,"PRE",12,NA,NA,NA,60
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY4",20190508,20190515,90,"ICM","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",16,86,77,"kill_0.5","[70,90)",90,"PRE",10,NA,NA,NA,62.5
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY5",20190508,20190515,67,"ICM","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",15,86,77,"kill_0.5","[70,90)",80,"PRE",9,NA,NA,NA,60
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY6",20190508,20190515,85,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",24,86,77,"kill_0.5","[70,90)",70,"PRE",16,NA,NA,NA,66.6666666666667
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY7",20190508,20190515,75,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",12,86,77,"kill_0.5","[70,90)",70,"PRE",6,NA,NA,NA,50
"050819Abl_EY.Control.Pdgfra.wt","EY","050819Abl_EY1",20190508,20190515,108,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",23,108,77,"zero","[70,90)",100,"PRE",11,NA,NA,NA,47.8260869565217
"050819Abl_EY.Random.Pdgfra.wt","EY","050819Abl_EY8",20190508,20190515,79,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",20,83,77,"kill_all","[70,90)",68,"PRE",13,NA,NA,NA,65
