"Cell_ID","identity_t0","ending"
"020618Abl_CQ5.1000000299.PRE.intact.d.2","PRE","lost"
"020618Abl_CQ5.1000000299.PRE.intact.m.0","PRE","division"
"020618Abl_CQ5.1000000316.EPI.intact.d.1","EPI","end point"
"020618Abl_CQ5.1000000316.EPI.intact.d.2","EPI","end point"
"020618Abl_CQ5.1000000316.EPI.intact.m.0","EPI","division"
"020618Abl_CQ5.1000000325.DP.intact.d.1","DP","end point"
"020618Abl_CQ5.1000000325.DP.intact.d.2","DP","end point"
"020618Abl_CQ5.1000000325.DP.intact.m.0","DP","division"
"020618Abl_CQ5.1000000350.PRE.intact.d.1","PRE","end point"
"020618Abl_CQ5.1000000350.PRE.intact.d.2","PRE","end point"
"020618Abl_CQ5.1000000350.PRE.intact.m.0","PRE","division"
"020618Abl_CQ5.1000000433.DP.intact.d.1","DP","end point"
"020618Abl_CQ5.1000000433.DP.intact.d.2","DP","death"
"020618Abl_CQ5.1000000433.DP.intact.m.0","DP","division"
"020618Abl_CQ5.1000000460.PRE.intact.d.1","PRE","end point"
"020618Abl_CQ5.1000000460.PRE.intact.d.2","PRE","end point"
"020618Abl_CQ5.1000000460.PRE.intact.m.0","PRE","division"
"020618Abl_CQ5.1000000461.PRE.intact.m.0","PRE","death"
"020618Abl_CQ5.1000000462.PRE.intact.m.0","PRE","death"
"020618Abl_CQ5.1000000472.EPI.intact.d.1","EPI","end point"
"020618Abl_CQ5.1000000472.EPI.intact.d.2","EPI","end point"
"020618Abl_CQ5.1000000472.EPI.intact.m.0","EPI","division"
"020618Abl_CQ5.1000000591.DP.intact.m.0","DP","death"
"020618Abl_CQ5.1000000949.EPI.intact.m.0","EPI","death"
"020618Abl_CQ5.1000000969.EPI.intact.m.0","EPI","death"
"020618Abl_CQ5.1000001002.EPI.intact.m.0","EPI","death"
"020618Abl_CQ5.1000001037.PRE.intact.m.0","PRE","death"
"020618Abl_CQ5.1000001112.EPI.intact.m.0","EPI","end point"
"020618Abl_CQ5.1000001191.DP.intact.m.0","DP","death"
"020618Abl_CQ7.1000000000.DP.intact.d.1","DP","end point"
"020618Abl_CQ7.1000000000.DP.intact.d.2","DP","lost"
"020618Abl_CQ7.1000000000.DP.intact.m.0","DP","division"
"020618Abl_CQ7.1000000000.PRE.intact.d.1","PRE","death"
"020618Abl_CQ7.1000000000.PRE.intact.d.2","PRE","lost"
"020618Abl_CQ7.1000000000.PRE.intact.m.0","PRE","lost"
"020618Abl_CQ7.1000000001.PRE.intact.d.1","PRE","end point"
"020618Abl_CQ7.1000000001.PRE.intact.d.2","PRE","off frame"
"020618Abl_CQ7.1000000001.PRE.intact.m.0","PRE","division"
"020618Abl_CQ7.1000000002.PRE.intact.d.1","PRE","division"
"020618Abl_CQ7.1000000002.PRE.intact.d.2","PRE","division"
"020618Abl_CQ7.1000000002.PRE.intact.gd.1.1","PRE","end point"
"020618Abl_CQ7.1000000002.PRE.intact.gd.1.2","PRE","end point"
"020618Abl_CQ7.1000000002.PRE.intact.gd.2.1","PRE","end point"
"020618Abl_CQ7.1000000002.PRE.intact.gd.2.2","PRE","end point"
"020618Abl_CQ7.1000000002.PRE.intact.m.0","PRE","division"
"020618Abl_CQ7.1000000003.PRE.intact.m.0","PRE","death"
"020618Abl_CQ7.1000000004.PRE.intact.d.1","PRE","end point"
"020618Abl_CQ7.1000000004.PRE.intact.d.2","PRE","end point"
"020618Abl_CQ7.1000000004.PRE.intact.m.0","PRE","division"
"020618Abl_CQ7.1000000005.PRE.intact.d.1","PRE","death"
"020618Abl_CQ7.1000000005.PRE.intact.d.2","PRE","division"
"020618Abl_CQ7.1000000005.PRE.intact.gd.2.1","PRE","end point"
"020618Abl_CQ7.1000000005.PRE.intact.gd.2.2","PRE","end point"
"020618Abl_CQ7.1000000005.PRE.intact.m.0","PRE","division"
"020618Abl_CQ7.1000000149.DP.intact.m.0","DP","end point"
"020618Abl_CQ7.1000000214.DP.intact.m.0","DP","death"
"020618Abl_CQ7.1000000656.DP.intact.m.0","DP","end point"
"020618Abl_CQ7.1000000690.DP.intact.m.0","DP","end point"
"020618Abl_CQ7.1000000691.PRE.intact.d.1","PRE","end point"
"020618Abl_CQ7.1000000691.PRE.intact.d.2","PRE","end point"
"020618Abl_CQ7.1000000691.PRE.intact.m.0","PRE","division"
"020618Abl_CQ7.1000000736.EPI.intact.d.1","EPI","end point"
"020618Abl_CQ7.1000000736.EPI.intact.d.2","EPI","end point"
"020618Abl_CQ7.1000000736.EPI.intact.m.0","EPI","division"
"020618Abl_CQ7.1000000737.DP.intact.m.0","DP","end point"
"020618Abl_CQ7.1000000738.EPI.intact.m.0","EPI","end point"
"020618Abl_CQ7.1000000739.EPI.intact.m.0","EPI","end point"
"020618Abl_CQ7.1000000743.EPI.intact.m.0","EPI","end point"
"020618Abl_CQ7.1000000744.EPI.intact.m.0","EPI","lost"
"020618Abl_CQ7.1000000745.DP.intact.m.0","DP","death"
"020618Abl_CQ7.1000000746.DP.intact.m.0","DP","lost"
"020618Abl_CQ7.1000001078.DP.intact.d.1","DP","lost"
"020618Abl_CQ7.1000001078.DP.intact.d.2","DP","lost"
"020618Abl_CQ7.1000001078.DP.intact.m.0","DP","division"
"021119Abl_EK1.1000000000.PRE.targeted.m.0","PRE","death"
"021119Abl_EK1.1000000001.PRE.targeted.m.0","PRE","death"
"021119Abl_EK1.1000000002.PRE.targeted.m.0","PRE","death"
"021119Abl_EK1.1000000003.PRE.targeted.m.0","PRE","death"
"021119Abl_EK1.1000000004.PRE.targeted.m.0","PRE","death"
"021119Abl_EK1.1000000005.PRE.targeted.m.0","PRE","death"
"021119Abl_EK1.1000000081.DP.intact.m.0","DP","end point"
"021119Abl_EK1.1000000082.DP.intact.m.0","DP","end point"
"021119Abl_EK1.1000000083.DP.intact.m.0","DP","death"
"021119Abl_EK1.1000000084.EPI.intact.m.0","EPI","death"
"021119Abl_EK1.1000000085.DP.intact.m.0","DP","death"
"021119Abl_EK1.1000000086.DP.intact.d.1","DP","death"
"021119Abl_EK1.1000000086.DP.intact.d.2","DP","death"
"021119Abl_EK1.1000000086.DP.intact.m.0","DP","division"
"021119Abl_EK1.1000000087.DP.intact.m.0","DP","end point"
"021119Abl_EK1.1000000088.DP.intact.d.1","DP","end point"
"021119Abl_EK1.1000000088.DP.intact.d.2","DP","death"
"021119Abl_EK1.1000000088.DP.intact.m.0","DP","division"
"021119Abl_EK1.1000000090.DP.intact.m.0","DP","end point"
"021119Abl_EK1.1000000091.DP.intact.m.0","DP","end point"
"021119Abl_EK1.1000000093.EPI.intact.m.0","EPI","lost"
"021119Abl_EK1.1000000094.DP.intact.m.0","DP","death"
"021119Abl_EK1.1000000095.EPI.intact.m.0","EPI","lost"
"021119Abl_EK1.1000000096.DP.intact.d.1","DP","end point"
"021119Abl_EK1.1000000096.DP.intact.d.2","DP","end point"
"021119Abl_EK1.1000000096.DP.intact.m.0","DP","division"
"021119Abl_EK1.1000000097.DP.intact.d.1","DP","end point"
"021119Abl_EK1.1000000097.DP.intact.d.2","DP","death"
"021119Abl_EK1.1000000097.DP.intact.m.0","DP","division"
"021119Abl_EK1.1000000098.DP.intact.d.1","DP","end point"
"021119Abl_EK1.1000000098.DP.intact.d.2","DP","end point"
"021119Abl_EK1.1000000098.DP.intact.m.0","DP","division"
"021119Abl_EK1.1000000099.EPI.intact.m.0","EPI","end point"
"021119Abl_EK1.1000001710.DP.intact.m.0","DP","lost"
"021119Abl_EK1.1000001711.EPI.intact.m.0","EPI","lost"
"021119Abl_EK1.1000001712.EPI.intact.m.0","EPI","lost"
"021119Abl_EK1.1000001794.EPI.intact.m.0","EPI","lost"
"021119Abl_EK1.1000001855.DP.intact.d.1","DP","end point"
"021119Abl_EK1.1000001855.DP.intact.d.2","DP","end point"
"021119Abl_EK1.1000001855.DP.intact.m.0","DP","division"
"021119Abl_EK2.1000000000.PRE.targeted.m.0","PRE","death"
"021119Abl_EK2.1000000001.PRE.targeted.m.0","PRE","death"
"021119Abl_EK2.1000000003.PRE.targeted.m.0","PRE","death"
"021119Abl_EK2.1000000004.PRE.targeted.m.0","PRE","death"
"021119Abl_EK2.1000000005.PRE.targeted.d.1","PRE","end point"
"021119Abl_EK2.1000000005.PRE.targeted.d.2","PRE","end point"
"021119Abl_EK2.1000000005.PRE.targeted.m.0","PRE","division"
"021119Abl_EK2.1000000006.PRE.targeted.m.0","PRE","end point"
"021119Abl_EK2.1000000007.PRE.targeted.m.0","PRE","death"
"021119Abl_EK2.1000000008.PRE.targeted.m.0","PRE","death"
"021119Abl_EK2.1000000009.PRE.targeted.m.0","PRE","death"
"021119Abl_EK2.1000000010.PRE.targeted.m.0","PRE","death"
"021119Abl_EK2.1000000011.PRE.targeted.d.1","PRE","end point"
"021119Abl_EK2.1000000011.PRE.targeted.d.2","PRE","end point"
"021119Abl_EK2.1000000011.PRE.targeted.m.0","PRE","division"
"021119Abl_EK2.1000000012.PRE.intact.d.1","PRE","end point"
"021119Abl_EK2.1000000012.PRE.intact.d.2","PRE","end point"
"021119Abl_EK2.1000000012.PRE.intact.m.0","PRE","division"
"021119Abl_EK2.1000000013.DP.intact.d.1","DP","end point"
"021119Abl_EK2.1000000013.DP.intact.d.2","DP","end point"
"021119Abl_EK2.1000000013.DP.intact.m.0","DP","division"
"021119Abl_EK2.1000000014.DP.intact.d.1","DP","end point"
"021119Abl_EK2.1000000014.DP.intact.d.2","DP","end point"
"021119Abl_EK2.1000000014.DP.intact.m.0","DP","division"
"021119Abl_EK2.1000000015.EPI.intact.d.1","EPI","end point"
"021119Abl_EK2.1000000015.EPI.intact.d.2","EPI","end point"
"021119Abl_EK2.1000000015.EPI.intact.m.0","EPI","division"
"021119Abl_EK2.1000000016.EPI.intact.d.1","EPI","end point"
"021119Abl_EK2.1000000016.EPI.intact.d.2","EPI","end point"
"021119Abl_EK2.1000000016.EPI.intact.m.0","EPI","division"
"021119Abl_EK2.1000000017.EPI.intact.d.1","EPI","end point"
"021119Abl_EK2.1000000017.EPI.intact.d.2","EPI","lost"
"021119Abl_EK2.1000000017.EPI.intact.m.0","EPI","division"
"021119Abl_EK2.1000000018.EPI.intact.d.1","EPI","end point"
"021119Abl_EK2.1000000018.EPI.intact.d.2","EPI","end point"
"021119Abl_EK2.1000000018.EPI.intact.m.0","EPI","division"
"021119Abl_EK2.1000000019.EPI.intact.m.0","EPI","end point"
"021119Abl_EK2.1000000020.EPI.intact.d.1","EPI","end point"
"021119Abl_EK2.1000000020.EPI.intact.d.2","EPI","end point"
"021119Abl_EK2.1000000020.EPI.intact.m.0","EPI","division"
"021119Abl_EK2.1000000021.EPI.intact.d.1","EPI","end point"
"021119Abl_EK2.1000000021.EPI.intact.d.2","EPI","end point"
"021119Abl_EK2.1000000021.EPI.intact.m.0","EPI","division"
"021119Abl_EK2.1000000022.EPI.intact.m.0","EPI","lost"
"021119Abl_EK2.1000000023.DP.intact.m.0","DP","end point"
"021119Abl_EK3.1000000001.PRE.targeted.m.0","PRE","death"
"021119Abl_EK3.1000000002.PRE.targeted.m.0","PRE","death"
"021119Abl_EK3.1000000003.PRE.targeted.m.0","PRE","end point"
"021119Abl_EK3.1000000004.PRE.targeted.m.0","PRE","death"
"021119Abl_EK3.1000000005.PRE.targeted.m.0","PRE","death"
"021119Abl_EK3.1000000006.PRE.targeted.m.0","PRE","death"
"021119Abl_EK3.1000000007.PRE.targeted.m.0","PRE","death"
"021119Abl_EK3.1000000008.DP.targeted.m.0","DP","death"
"021119Abl_EK3.1000000009.PRE.targeted.m.0","PRE","end point"
"021119Abl_EK3.1000000010.DP.targeted.m.0","DP","death"
"021119Abl_EK3.1000000079.PRE.targeted.m.0","PRE","death"
"021119Abl_EK3.1000000306.EPI.intact.d.1","EPI","death"
"021119Abl_EK3.1000000306.EPI.intact.d.2","EPI","death"
"021119Abl_EK3.1000000306.EPI.intact.m.0","EPI","division"
"021119Abl_EK3.1000000308.EPI.intact.m.0","EPI","end point"
"021119Abl_EK3.1000000310.DP.intact.d.1","DP","end point"
"021119Abl_EK3.1000000310.DP.intact.d.2","DP","end point"
"021119Abl_EK3.1000000310.DP.intact.m.0","DP","division"
"021119Abl_EK3.1000000311.DP.intact.d.1","DP","end point"
"021119Abl_EK3.1000000311.DP.intact.d.2","DP","end point"
"021119Abl_EK3.1000000311.DP.intact.m.0","DP","division"
"021119Abl_EK3.1000000312.EPI.intact.d.1","EPI","death"
"021119Abl_EK3.1000000312.EPI.intact.d.2","EPI","death"
"021119Abl_EK3.1000000312.EPI.intact.m.0","EPI","division"
"021119Abl_EK3.1000000313.EPI.intact.d.1","EPI","lost"
"021119Abl_EK3.1000000313.EPI.intact.d.2","EPI","end point"
"021119Abl_EK3.1000000313.EPI.intact.m.0","EPI","end point"
"021119Abl_EK3.1000000315.EPI.intact.d.1","EPI","end point"
"021119Abl_EK3.1000000315.EPI.intact.d.2","EPI","end point"
"021119Abl_EK3.1000000315.EPI.intact.m.0","EPI","division"
"021119Abl_EK3.1000000316.DP.intact.m.0","DP","lost"
"021119Abl_EK3.1000000318.DP.intact.m.0","DP","end point"
"021119Abl_EK3.1000000319.DP.intact.m.0","DP","end point"
"021119Abl_EK3.1000000320.DP.intact.d.1","DP","end point"
"021119Abl_EK3.1000000320.DP.intact.d.2","DP","end point"
"021119Abl_EK3.1000000320.DP.intact.m.0","DP","division"
"021119Abl_EK3.1000001125.EPI.intact.d.1","EPI","death"
"021119Abl_EK3.1000001125.EPI.intact.d.2","EPI","death"
"021119Abl_EK3.1000001125.EPI.intact.m.0","EPI","division"
"021119Abl_EK3.1000002121.EPI.intact.d.1","EPI","end point"
"021119Abl_EK3.1000002121.EPI.intact.d.2","EPI","end point"
"021119Abl_EK3.1000002121.EPI.intact.m.0","EPI","division"
"021119Abl_EK3.1000002122.EPI.intact.m.0","EPI","lost"
"021119Abl_EK3.1000002126.DP.intact.d.1","DP","lost"
"021119Abl_EK3.1000002126.DP.intact.d.2","DP","end point"
"021119Abl_EK3.1000002126.DP.intact.m.0","DP","division"
"032819Abl_EV3.1000000000.PRE.intact.m.0","PRE","end point"
"032819Abl_EV3.1000000001.PRE.intact.m.0","PRE","end point"
"032819Abl_EV3.1000000002.PRE.intact.d.1","PRE","end point"
"032819Abl_EV3.1000000002.PRE.intact.d.2","PRE","end point"
"032819Abl_EV3.1000000002.PRE.intact.m.0","PRE","division"
"032819Abl_EV3.1000000004.PRE.intact.m.0","PRE","death"
"032819Abl_EV3.1000000006.PRE.intact.d.1","PRE","end point"
"032819Abl_EV3.1000000006.PRE.intact.d.2","PRE","end point"
"032819Abl_EV3.1000000006.PRE.intact.m.0","PRE","division"
"032819Abl_EV3.1000000007.PRE.intact.m.0","PRE","death"
"032819Abl_EV3.1000000008.PRE.intact.m.0","PRE","end point"
"032819Abl_EV3.1000000009.PRE.intact.m.0","PRE","off frame"
"032819Abl_EV3.1000000010.PRE.intact.m.0","PRE","death"
"032819Abl_EV3.1000000012.PRE.intact.m.0","PRE","death"
"032819Abl_EV3.1000000013.DP.intact.m.0","DP","death"
"032819Abl_EV3.1000000014.DP.intact.d.1","DP","end point"
"032819Abl_EV3.1000000014.DP.intact.d.2","DP","end point"
"032819Abl_EV3.1000000014.DP.intact.m.0","DP","division"
"032819Abl_EV3.1000000015.EPI.intact.m.0","EPI","death"
"032819Abl_EV3.1000000016.DP.intact.m.0","DP","end point"
"032819Abl_EV3.1000000017.DP.intact.m.0","DP","end point"
"032819Abl_EV3.1000000018.DP.intact.m.0","DP","death"
"032819Abl_EV3.1000000806.DP.intact.m.0","DP","death"
"072318Abl_DQ1.1000000000.DP.intact.d.1","DP","end point"
"072318Abl_DQ1.1000000000.DP.intact.d.2","DP","end point"
"072318Abl_DQ1.1000000000.DP.intact.m.0","DP","division"
"072318Abl_DQ1.1000000000.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000001.DP.intact.d.1","DP","end point"
"072318Abl_DQ1.1000000001.DP.intact.d.2","DP","end point"
"072318Abl_DQ1.1000000001.DP.intact.m.0","DP","division"
"072318Abl_DQ1.1000000001.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000002.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000003.DP.intact.m.0","DP","death"
"072318Abl_DQ1.1000000004.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000005.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000006.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000032.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000033.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000034.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000035.DP.intact.m.0","DP","end point"
"072318Abl_DQ1.1000000036.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000037.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000038.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000039.PRE.targeted.m.0","PRE","death"
"072318Abl_DQ1.1000000040.PRE.targeted.d.1","PRE","end point"
"072318Abl_DQ1.1000000040.PRE.targeted.d.2","PRE","end point"
"072318Abl_DQ1.1000000040.PRE.targeted.m.0","PRE","division"
"072318Abl_DQ2.1000000000.DP.intact.d.1","DP","end point"
"072318Abl_DQ2.1000000000.DP.intact.d.2","DP","end point"
"072318Abl_DQ2.1000000000.DP.intact.m.0","DP","division"
"072318Abl_DQ2.1000000002.DP.intact.m.0","DP","end point"
"072318Abl_DQ2.1000000002.PRE.intact.d.1","PRE","end point"
"072318Abl_DQ2.1000000002.PRE.intact.d.2","PRE","end point"
"072318Abl_DQ2.1000000002.PRE.intact.m.0","PRE","division"
"072318Abl_DQ2.1000000003.DP.intact.m.0","DP","death"
"072318Abl_DQ2.1000000003.PRE.intact.m.0","PRE","end point"
"072318Abl_DQ2.1000000004.PRE.intact.m.0","PRE","end point"
"072318Abl_DQ2.1000000005.PRE.intact.m.0","PRE","end point"
"072318Abl_DQ2.1000000006.PRE.intact.m.0","PRE","end point"
"072318Abl_DQ2.1000000007.PRE.intact.m.0","PRE","end point"
"072318Abl_DQ2.1000000008.PRE.intact.m.0","PRE","end point"
"072318Abl_DQ2.1000000009.PRE.intact.m.0","PRE","end point"
"072318Abl_DQ2.1000000010.PRE.intact.m.0","PRE","end point"
"072318Abl_DQ2.1000000011.PRE.intact.m.0","PRE","end point"
"072318Abl_DQ2.1000000013.PRE.intact.m.0","PRE","death"
"072318Abl_DQ2.1000000015.PRE.intact.m.0","PRE","end point"
"072318Abl_DQ2.1000000016.PRE.intact.m.0","PRE","end point"
"072318Abl_DQ2.1000000071.PRE.intact.d.1","PRE","end point"
"072318Abl_DQ2.1000000071.PRE.intact.d.2","PRE","end point"
"072318Abl_DQ2.1000000071.PRE.intact.m.0","PRE","division"
"072318Abl_DQ2.1000000215.DP.intact.d.1","DP","lost"
"072318Abl_DQ2.1000000215.DP.intact.d.2","DP","off frame"
"072318Abl_DQ2.1000000215.DP.intact.m.0","DP","division"
"072318Abl_DQ2.1000000371.DP.intact.m.0","DP","end point"
"072318Abl_DQ2.1000000422.DP.intact.m.0","DP","end point"
"072318Abl_DQ2.1000001913.PRE.intact.m.0","PRE","off frame"
"072318Abl_DQ2.1000001914.PRE.intact.m.0","PRE","off frame"
"072318Abl_DQ2.1000001915.PRE.intact.m.0","PRE","off frame"
"072318Abl_DQ2.1000001916.PRE.intact.m.0","PRE","off frame"
"072318Abl_DQ2.1000001917.PRE.intact.m.0","PRE","off frame"
"072318Abl_DQ2.1000001918.PRE.intact.m.0","PRE","off frame"
"072318Abl_DQ2.1000001919.PRE.intact.m.0","PRE","off frame"
"102218Abl_DV3.1000000000.EPI.intact.d.1","EPI","end point"
"102218Abl_DV3.1000000000.EPI.intact.d.2","EPI","end point"
"102218Abl_DV3.1000000000.EPI.intact.m.0","EPI","division"
"102218Abl_DV3.1000000001.EPI.intact.m.0","EPI","death"
"102218Abl_DV3.1000000002.DP.intact.d.1","DP","end point"
"102218Abl_DV3.1000000002.DP.intact.d.2","DP","end point"
"102218Abl_DV3.1000000002.DP.intact.m.0","DP","division"
"102218Abl_DV3.1000000188.DP.intact.m.0","DP","death"
"102218Abl_DV3.1000000189.DP.intact.m.0","DP","death"
"102218Abl_DV3.1000000190.PRE.intact.m.0","PRE","end point"
"102218Abl_DV3.1000000191.DP.intact.m.0","DP","death"
"102218Abl_DV3.1000000192.DP.intact.m.0","DP","end point"
"102218Abl_DV3.1000000193.DP.intact.d.1","DP","end point"
"102218Abl_DV3.1000000193.DP.intact.d.2","DP","death"
"102218Abl_DV3.1000000193.DP.intact.m.0","DP","division"
"102218Abl_DV3.1000000194.DP.intact.m.0","DP","end point"
"102218Abl_DV3.1000000195.DP.intact.d.1","DP","end point"
"102218Abl_DV3.1000000195.DP.intact.d.2","DP","end point"
"102218Abl_DV3.1000000195.DP.intact.m.0","DP","division"
"102218Abl_DV3.1000000196.DP.intact.m.0","DP","lost"
"102218Abl_DV3.1000000197.DP.intact.d.1","DP","end point"
"102218Abl_DV3.1000000197.DP.intact.d.2","DP","end point"
"102218Abl_DV3.1000000197.DP.intact.m.0","DP","division"
"102218Abl_DV3.1000000744.DP.intact.m.0","DP","death"
"102218Abl_DV3.1000000745.PRE.intact.m.0","PRE","death"
"102218Abl_DV3.1000000746.PRE.intact.d.1","PRE","end point"
"102218Abl_DV3.1000000746.PRE.intact.d.2","PRE","death"
"102218Abl_DV3.1000000746.PRE.intact.m.0","PRE","division"
"102218Abl_DV3.1000000747.PRE.intact.d.1","PRE","end point"
"102218Abl_DV3.1000000747.PRE.intact.d.2","PRE","end point"
"102218Abl_DV3.1000000747.PRE.intact.m.0","PRE","division"
"102218Abl_DV3.1000000748.DP.intact.d.1","DP","end point"
"102218Abl_DV3.1000000748.DP.intact.d.2","DP","end point"
"102218Abl_DV3.1000000748.DP.intact.m.0","DP","division"
"102218Abl_DV3.1000000749.PRE.intact.d.1","PRE","end point"
"102218Abl_DV3.1000000749.PRE.intact.d.2","PRE","end point"
"102218Abl_DV3.1000000749.PRE.intact.m.0","PRE","division"
"102218Abl_DV3.1000000750.PRE.intact.d.1","PRE","end point"
"102218Abl_DV3.1000000750.PRE.intact.d.2","PRE","death"
"102218Abl_DV3.1000000750.PRE.intact.m.0","PRE","division"
"102218Abl_DV3.1000000752.PRE.intact.d.1","PRE","end point"
"102218Abl_DV3.1000000752.PRE.intact.d.2","PRE","end point"
"102218Abl_DV3.1000000752.PRE.intact.m.0","PRE","division"
"102218Abl_DV3.1000000753.PRE.intact.m.0","PRE","end point"
"102218Abl_DV3.1000000754.PRE.intact.m.0","PRE","death"
"102218Abl_DV3.1000000755.PRE.intact.m.0","PRE","end point"
"102218Abl_DV3.1000000756.DP.intact.m.0","DP","death"
"102218Abl_DV3.1000000789.DP.intact.m.0","DP","end point"
"102218Abl_DV3.1000000911.EPI.intact.m.0","EPI","death"
"102218Abl_DV4.1000000001.PRE.intact.m.0","PRE","death"
"102218Abl_DV4.1000000002.PRE.intact.m.0","PRE","end point"
"102218Abl_DV4.1000000005.PRE.intact.m.0","PRE","end point"
"102218Abl_DV4.1000000006.PRE.intact.m.0","PRE","end point"
"102218Abl_DV4.1000000007.PRE.intact.m.0","PRE","death"
"102218Abl_DV4.1000000009.PRE.intact.m.0","PRE","end point"
"102218Abl_DV4.1000000010.PRE.intact.d.1","PRE","lost"
"102218Abl_DV4.1000000010.PRE.intact.d.2","PRE","end point"
"102218Abl_DV4.1000000010.PRE.intact.m.0","PRE","division"
"102218Abl_DV4.1000000013.EPI.intact.m.0","EPI","end point"
"102218Abl_DV4.1000000014.EPI.intact.m.0","EPI","end point"
"102218Abl_DV4.1000000015.EPI.intact.d.1","EPI","end point"
"102218Abl_DV4.1000000015.EPI.intact.d.2","EPI","end point"
